Date,Close
2017-01-13,12.6424560546875
2017-01-17,12.597249031066895
2017-01-18,12.627386093139648
2017-01-19,12.582180976867676
2017-01-20,12.627386093139648
2017-01-23,12.604782104492188
2017-01-24,12.702729225158691
2017-01-25,12.793140411376953
2017-01-26,12.763002395629883
2017-01-27,12.747933387756348
2017-01-30,12.665055274963379
2017-01-31,12.665055274963379
2017-02-01,12.627386093139648
2017-02-02,12.63492202758789
2017-02-03,12.732865333557129
2017-02-06,12.695195198059082
2017-02-07,12.695195198059082
2017-02-08,12.71779727935791
2017-02-09,12.80067253112793
2017-02-10,12.853414535522461
2017-02-13,12.913687705993652
2017-02-14,12.958893775939941
2017-02-15,13.026700973510742
2017-02-16,12.996562957763672
2017-02-17,13.026700973510742
2017-02-21,13.109577178955078
2017-02-22,13.08697509765625
2017-02-23,13.07944107055664
2017-02-24,13.109577178955078
2017-02-27,13.12464714050293
2017-02-28,13.071906089782715
2017-03-01,13.252728462219238
2017-03-02,13.154781341552734
2017-03-03,13.154781341552734
2017-03-06,13.109577178955078
2017-03-07,13.056838035583496
2017-03-08,13.019166946411133
2017-03-09,13.019166946411133
2017-03-10,13.056838035583496
2017-03-13,13.071906089782715
2017-03-14,13.034235000610352
2017-03-15,13.16231632232666
2017-03-16,13.154781341552734
2017-03-17,13.147248268127441
2017-03-20,13.12464714050293
2017-03-21,12.936288833618164
2017-03-22,12.951358795166016
2017-03-23,12.943824768066406
2017-03-24,12.928754806518555
2017-03-27,12.921221733093262
2017-03-28,13.011631965637207
2017-03-29,13.034235000610352
2017-03-30,13.07944107055664
2017-03-31,13.064371109008789
2017-04-03,13.026700973510742
2017-04-04,13.026700973510742
2017-04-05,12.981494903564453
2017-04-06,13.034235000610352
2017-04-07,13.019166946411133
2017-04-10,13.041769027709961
2017-04-11,13.049304008483887
2017-04-12,12.989029884338379
2017-04-13,12.90615177154541
2017-04-17,13.026700973510742
2017-04-18,12.989029884338379
2017-04-19,12.981494903564453
2017-04-20,13.08697509765625
2017-04-21,13.049304008483887
2017-04-24,13.184920310974121
2017-04-25,13.275330543518066
2017-04-26,13.282862663269043
2017-04-27,13.290399551391602
2017-04-28,13.237658500671387
2017-05-01,13.260263442993164
2017-05-02,13.26779556274414
2017-05-03,13.237658500671387
2017-05-04,13.245194435119629
2017-05-05,13.313002586364746
2017-05-08,13.282862663269043
2017-05-09,13.275330543518066
2017-05-10,13.313002586364746
2017-05-11,13.275330543518066
2017-05-12,13.245194435119629
2017-05-15,13.328070640563965
2017-05-16,13.328070640563965
2017-05-17,13.102042198181152
2017-05-18,13.139714241027832
2017-05-19,13.222589492797852
2017-05-22,13.290399551391602
2017-05-23,13.313002586364746
2017-05-24,13.343137741088867
2017-05-25,13.410945892333984
2017-05-26,13.42601490020752
2017-05-30,13.410945892333984
2017-05-31,13.41848087310791
2017-06-01,13.53902816772461
2017-06-02,13.584235191345215
2017-06-05,13.561631202697754
2017-06-06,13.508893013000488
2017-06-07,13.516427993774414
2017-06-08,13.554098129272461
2017-06-09,13.561631202697754
2017-06-12,13.554098129272461
2017-06-13,13.629440307617188
2017-06-14,13.606836318969727
2017-06-15,13.576701164245605
2017-06-16,13.591771125793457
2017-06-19,13.697248458862305
2017-06-20,13.59930419921875
2017-06-21,13.591771125793457
2017-06-22,13.59930419921875
2017-06-23,13.629440307617188
2017-06-26,13.644509315490723
2017-06-27,13.531495094299316
2017-06-28,13.652044296264648
2017-06-29,13.523961067199707
2017-06-30,13.561631202697754
2017-07-03,13.606836318969727
2017-07-05,13.606836318969727
2017-07-06,13.478754997253418
2017-07-07,13.576701164245605
2017-07-10,13.584235191345215
2017-07-11,13.584235191345215
2017-07-12,13.674644470214844
2017-07-13,13.697248458862305
2017-07-14,13.765056610107422
2017-07-17,13.765056610107422
2017-07-18,13.772591590881348
2017-07-19,13.847931861877441
2017-07-20,13.847931861877441
2017-07-21,13.855467796325684
2017-07-24,13.840398788452148
2017-07-25,13.885603904724121
2017-07-26,13.855467796325684
2017-07-27,13.82533073425293
2017-07-28,13.832865715026855
2017-07-31,13.832865715026855
2017-08-01,13.863001823425293
2017-08-02,13.832865715026855
2017-08-03,13.817795753479004
2017-08-04,13.840398788452148
2017-08-07,13.855467796325684
2017-08-08,13.817795753479004
2017-08-09,13.787659645080566
2017-08-10,13.584235191345215
2017-08-11,13.591771125793457
2017-08-14,13.742452621459961
2017-08-15,13.712316513061523
2017-08-16,13.749988555908203
2017-08-17,13.523961067199707
2017-08-18,13.501357078552246
2017-08-21,13.508893013000488
2017-08-22,13.644509315490723
2017-08-23,13.59930419921875
2017-08-24,13.59930419921875
2017-08-25,13.621905326843262
2017-08-28,13.621905326843262
2017-08-29,13.621905326843262
2017-08-30,13.697248458862305
2017-08-31,13.780126571655273
2017-09-01,13.810261726379395
2017-09-05,13.712316513061523
2017-09-06,13.742452621459961
2017-09-07,13.75752067565918
2017-09-08,13.765056610107422
2017-09-11,13.923274040222168
2017-09-12,13.976014137268066
2017-09-13,13.968481063842773
2017-09-14,13.960946083068848
2017-09-15,13.998619079589844
2017-09-18,14.03628921508789
2017-09-19,14.05135726928711
2017-09-20,14.073960304260254
2017-09-21,14.03628921508789
2017-09-22,14.05135726928711
2017-09-25,14.043822288513184
2017-09-26,14.03628921508789
2017-09-27,14.096561431884766
2017-09-28,14.111631393432617
2017-09-29,14.156838417053223
2017-10-02,14.22464370727539
2017-10-03,14.254781723022461
2017-10-04,14.277384757995605
2017-10-05,14.345192909240723
2017-10-06,14.345192909240723
2017-10-09,14.315055847167969
2017-10-10,14.345192909240723
2017-10-11,14.375329971313477
2017-10-12,14.375329971313477
2017-10-13,14.397933959960938
2017-10-16,14.397933959960938
2017-10-17,14.397933959960938
2017-10-18,14.420534133911133
2017-10-19,14.443138122558594
2017-10-20,14.49587631225586
2017-10-23,14.435604095458984
2017-10-24,14.465741157531738
2017-10-25,14.390398979187012
2017-10-26,14.405466079711914
2017-10-27,14.48080825805664
2017-10-30,14.413000106811523
2017-10-31,14.458206176757812
2017-11-01,14.473275184631348
2017-11-02,14.488343238830566
2017-11-03,14.510947227478027
2017-11-06,14.533549308776855
2017-11-07,14.488343238830566
2017-11-08,14.503411293029785
2017-11-09,14.420534133911133
2017-11-10,14.420534133911133
2017-11-13,14.435604095458984
2017-11-14,14.428069114685059
2017-11-15,14.352725982666016
2017-11-16,14.473275184631348
2017-11-17,14.473275184631348
2017-11-20,14.503411293029785
2017-11-21,14.586289405822754
2017-11-22,14.563685417175293
2017-11-24,14.586289405822754
2017-11-27,14.578753471374512
2017-11-28,14.736974716186523
2017-11-29,14.759574890136719
2017-11-30,14.865055084228516
2017-12-01,14.842453002929688
2017-12-04,14.834918022155762
2017-12-05,14.759574890136719
2017-12-06,14.744505882263184
2017-12-07,14.804781913757324
2017-12-08,14.88709545135498
2017-12-11,14.941970825195312
2017-12-12,14.941970825195312
2017-12-13,14.949810981750488
2017-12-14,14.871416091918945
2017-12-15,15.004687309265137
2017-12-18,15.098761558532715
2017-12-19,15.051725387573242
2017-12-20,15.059562683105469
2017-12-21,15.07524299621582
2017-12-22,15.067401885986328
2017-12-26,15.067401885986328
2017-12-27,15.07524299621582
2017-12-28,15.114439010620117
2017-12-29,15.036046028137207
2018-01-02,15.145797729492188
2018-01-03,15.247710227966309
2018-01-04,15.310425758361816
2018-01-05,15.396657943725586
2018-01-08,15.451534271240234
2018-01-09,15.482894897460938
2018-01-10,15.459375381469727
2018-01-11,15.584803581237793
2018-01-12,15.694559097290039
2018-01-16,15.639681816101074
2018-01-17,15.796469688415527
2018-01-18,15.749433517456055
2018-01-19,15.859186172485352
2018-01-22,15.976777076721191
2018-01-23,16.023813247680664
2018-01-24,15.992454528808594
2018-01-25,15.98461627960205
2018-01-26,16.157085418701172
2018-01-29,16.055173873901367
2018-01-30,15.867025375366211
2018-01-31,15.851346015930176
2018-02-01,15.851346015930176
2018-02-02,15.545608520507812
2018-02-05,14.934133529663086
2018-02-06,15.145797729492188
2018-02-07,15.090920448303223
2018-02-08,14.526481628417969
2018-02-09,14.74598503112793
2018-02-12,14.926294326782227
2018-02-13,14.9733304977417
2018-02-14,15.19283390045166
2018-02-15,15.373141288757324
2018-02-16,15.38882064819336
2018-02-20,15.310425758361816
2018-02-21,15.224191665649414
2018-02-22,15.216353416442871
2018-02-23,15.451534271240234
2018-02-26,15.616164207458496
2018-02-27,15.42017650604248
2018-02-28,15.232030868530273
2018-03-01,15.07524299621582
2018-03-02,15.1849946975708
2018-03-05,15.341784477233887
2018-03-06,15.42017650604248
2018-03-07,15.435858726501465
2018-03-08,15.490731239318848
2018-03-09,15.765114784240723
2018-03-12,15.73375415802002
2018-03-13,15.647521018981934
2018-03-14,15.569128036499023
2018-03-15,15.553448677062988
2018-03-16,15.600484848022461
2018-03-19,15.396657943725586
2018-03-20,15.42017650604248
2018-03-21,15.412339210510254
2018-03-22,15.020366668701172
2018-03-23,14.698948860168457
2018-03-26,15.106600761413574
2018-03-27,14.847898483276367
2018-03-28,14.793023109436035
2018-03-29,15.004687309265137
2018-04-02,14.65975284576416
2018-04-03,14.840059280395508
2018-04-04,15.020366668701172
2018-04-05,15.106600761413574
2018-04-06,14.785183906555176
2018-04-09,14.824380874633789
2018-04-10,15.07524299621582
2018-04-11,15.020366668701172
2018-04-12,15.145797729492188
2018-04-13,15.090920448303223
2018-04-16,15.208511352539062
2018-04-17,15.373141288757324
2018-04-18,15.3809814453125
2018-04-19,15.310425758361816
2018-04-20,15.19283390045166
2018-04-23,15.19283390045166
2018-04-24,15.01252555847168
2018-04-25,15.043885231018066
2018-04-26,15.153636932373047
2018-04-27,15.169317245483398
2018-04-30,15.036046028137207
2018-05-01,15.067401885986328
2018-05-02,14.957651138305664
2018-05-03,14.902774810791016
2018-05-04,15.106600761413574
2018-05-07,15.153636932373047
2018-05-08,15.137956619262695
2018-05-09,15.271227836608887
2018-05-10,15.404498100280762
2018-05-11,15.443695068359375
2018-05-14,15.428017616271973
2018-05-15,15.349621772766113
2018-05-16,15.42017650604248
2018-05-17,15.428017616271973
2018-05-18,15.38882064819336
2018-05-21,15.482894897460938
2018-05-22,15.428017616271973
2018-05-23,15.475053787231445
2018-05-24,15.459375381469727
2018-05-25,15.428017616271973
2018-05-29,15.255547523498535
2018-05-30,15.459375381469727
2018-05-31,15.333943367004395
2018-06-01,15.514250755310059
2018-06-04,15.584803581237793
2018-06-05,15.600484848022461
2018-06-06,15.73375415802002
2018-06-07,15.710237503051758
2018-06-08,15.75727367401123
2018-06-11,15.788631439208984
2018-06-12,15.827827453613281
2018-06-13,15.765114784240723
2018-06-14,15.796469688415527
2018-06-15,15.796469688415527
2018-06-18,15.765114784240723
2018-06-19,15.702396392822266
2018-06-20,15.725915908813477
2018-06-21,15.616164207458496
2018-06-22,15.631841659545898
2018-06-25,15.42017650604248
2018-06-26,15.451534271240234
2018-06-27,15.30258560180664
2018-06-28,15.3809814453125
2018-06-29,15.412339210510254
2018-07-02,15.459375381469727
2018-07-03,15.404498100280762
2018-07-05,15.53776741027832
2018-07-06,15.678879737854004
2018-07-09,15.819988250732422
2018-07-10,15.859186172485352
2018-07-11,15.73375415802002
2018-07-12,15.859186172485352
2018-07-13,15.867025375366211
2018-07-16,15.83566951751709
2018-07-17,15.898383140563965
2018-07-18,15.937581062316895
2018-07-19,15.90622329711914
2018-07-20,15.867025375366211
2018-07-23,15.87486457824707
2018-07-24,15.87486457824707
2018-07-25,16.039493560791016
2018-07-26,16.070850372314453
2018-07-27,15.929741859436035
2018-07-30,15.819988250732422
2018-07-31,15.937581062316895
2018-08-01,15.90622329711914
2018-08-02,16.015974044799805
2018-08-03,16.078689575195312
2018-08-06,16.1257266998291
2018-08-07,16.18060302734375
2018-08-08,16.149248123168945
2018-08-09,16.1257266998291
2018-08-10,16.031654357910156
2018-08-13,15.961099624633789
2018-08-14,16.063013076782227
2018-08-15,15.95326042175293
2018-08-16,16.086530685424805
2018-08-17,16.141407012939453
2018-08-20,16.1962833404541
2018-08-21,16.243318557739258
2018-08-22,16.2354793548584
2018-08-23,16.204120635986328
2018-08-24,16.306032180786133
2018-08-27,16.415786743164062
2018-08-28,16.423625946044922
2018-08-29,16.50201988220215
2018-08-30,16.423625946044922
2018-08-31,16.454984664916992
2018-09-04,16.43930435180664
2018-09-05,16.384428024291992
2018-09-06,16.337392807006836
2018-09-07,16.298194885253906
2018-09-10,16.345232009887695
2018-09-11,16.384428024291992
2018-09-12,16.39226722717285
2018-09-13,16.47850227355957
2018-09-14,16.50201988220215
2018-09-17,16.40010643005371
2018-09-18,16.47850227355957
2018-09-19,16.47066307067871
2018-09-20,16.603931427001953
2018-09-21,16.603931427001953
2018-09-24,16.52553939819336
2018-09-25,16.494182586669922
2018-09-26,16.423625946044922
2018-09-27,16.454984664916992
2018-09-28,16.46282196044922
2018-10-01,16.46282196044922
2018-10-02,16.47066307067871
2018-10-03,16.509857177734375
2018-10-04,16.368749618530273
2018-10-05,16.258996963500977
2018-10-08,16.2354793548584
2018-10-09,16.1962833404541
2018-10-10,15.678879737854004
2018-10-11,15.349621772766113
2018-10-12,15.545608520507812
2018-10-15,15.459375381469727
2018-10-16,15.796469688415527
2018-10-17,15.772953033447266
2018-10-18,15.53776741027832
2018-10-19,15.49857234954834
2018-10-22,15.428017616271973
2018-10-23,15.318265914916992
2018-10-24,14.855738639831543
2018-10-25,15.08308219909668
2018-10-26,14.86357593536377
2018-10-29,14.808700561523438
2018-10-30,15.08308219909668
2018-10-31,15.208511352539062
2018-11-01,15.404498100280762
2018-11-02,15.318265914916992
2018-11-05,15.412339210510254
2018-11-06,15.506412506103516
2018-11-07,15.83566951751709
2018-11-08,15.804308891296387
2018-11-09,15.655360221862793
2018-11-12,15.357461929321289
2018-11-13,15.357461929321289
2018-11-14,15.224191665649414
2018-11-15,15.412339210510254
2018-11-16,15.467212677001953
2018-11-19,15.200672149658203
2018-11-20,14.918453216552734
2018-11-21,14.989008903503418
2018-11-23,14.926294326782227
2018-11-26,15.145797729492188
2018-11-27,15.169317245483398
2018-11-28,15.506412506103516
2018-11-29,15.467212677001953
2018-11-30,15.608323097229004
2018-12-03,15.765114784240723
2018-12-04,15.247710227966309
2018-12-06,15.224191665649414
2018-12-07,14.8228120803833
2018-12-10,14.83992862701416
2018-12-11,14.831369400024414
2018-12-12,14.92551040649414
2018-12-13,14.899835586547852
2018-12-14,14.64309024810791
2018-12-17,14.334994316101074
2018-12-18,14.326435089111328
2018-12-19,14.129597663879395
2018-12-20,13.915641784667969
2018-12-21,13.650336265563965
2018-12-24,13.28233528137207
2018-12-26,13.941316604614258
2018-12-27,14.061131477355957
2018-12-28,14.044014930725098
2018-12-31,14.172388076782227
2019-01-02,14.146714210510254
2019-01-03,13.821501731872559
2019-01-04,14.317876815795898
2019-01-07,14.446249961853027
2019-01-08,14.591739654541016
2019-01-09,14.64309024810791
2019-01-10,14.728670120239258
2019-01-11,14.737228393554688
2019-01-14,14.651647567749023
2019-01-15,14.8228120803833
2019-01-16,14.874160766601562
2019-01-17,14.985417366027832
2019-01-18,15.190814018249512
2019-01-22,14.985417366027832
2019-01-23,15.011092185974121
2019-01-24,15.05388355255127
2019-01-25,15.190814018249512
2019-01-28,15.079558372497559
2019-01-29,15.070999145507812
2019-01-30,15.070999145507812
2019-01-31,15.387653350830078
2019-02-01,15.430445671081543
2019-02-04,15.55025863647461
2019-02-05,15.601608276367188
